[client] Fast Mode: Threads=20 | PER_SET=12000 | AMPLIFY=1000
[client] nbits=64 e=65537
[bit    1] t0= -7.09 t1=  7.09 -> 1
[bit    2] t0=-17.75 t1= 17.75 -> 1
[bit    3] t0=-21.05 t1= 21.05 -> 1
[bit    4] t0=  8.40 t1= -8.40 -> 0
[bit    5] t0=  5.57 t1= -5.57 -> 0
[bit    6] t0=  2.37 t1= -2.37 -> 0
[bit    7] t0=-26.33 t1= 26.33 -> 1
[bit    8] t0=  9.94 t1= -9.94 -> 0
[bit    9] t0=  3.37 t1= -3.37 -> 0
[bit   10] t0=-21.83 t1= 21.83 -> 1
[bit   11] t0=-19.65 t1= 19.65 -> 1
[bit   12] t0=-19.64 t1= 19.64 -> 1
[bit   13] t0=-21.68 t1= 21.68 -> 1
[bit   14] t0=  8.18 t1= -8.18 -> 0
[bit   15] t0=  3.79 t1= -3.79 -> 0
[bit   16] t0=-25.79 t1= 25.79 -> 1
[bit   17] t0=  8.17 t1= -8.17 -> 0
[bit   18] t0=  4.85 t1= -4.85 -> 0
[bit   19] t0=-22.64 t1= 22.64 -> 1
[bit   20] t0=-20.68 t1= 20.68 -> 1
[bit   21] t0=  7.94 t1= -7.94 -> 0
[bit   22] t0=-23.47 t1= 23.47 -> 1
[bit   23] t0=  4.70 t1= -4.70 -> 0
[bit   24] t0=-20.76 t1= 20.76 -> 1
[bit   25] t0=-18.00 t1= 18.00 -> 1
[bit   26] t0=-20.04 t1= 20.04 -> 1
[bit   27] t0=  8.00 t1= -8.00 -> 0
[bit   28] t0=  3.02 t1= -3.02 -> 0
[bit   29] t0=-24.70 t1= 24.70 -> 1
[bit   30] t0=  8.29 t1= -8.29 -> 0
[bit   31] t0=  3.19 t1= -3.19 -> 0
[bit   32] t0=-25.27 t1= 25.27 -> 1
[bit   33] t0=  7.97 t1= -7.97 -> 0
[bit   34] t0=  3.63 t1= -3.63 -> 0
[bit   35] t0=-22.85 t1= 22.85 -> 1
[bit   36] t0=  8.64 t1= -8.64 -> 0
[bit   37] t0=  3.49 t1= -3.49 -> 0
[bit   38] t0=-20.84 t1= 20.84 -> 1
[bit   39] t0=-19.34 t1= 19.34 -> 1
[bit   40] t0=-20.62 t1= 20.62 -> 1
[bit   41] t0=  9.81 t1= -9.81 -> 0
[bit   42] t0=  4.92 t1= -4.92 -> 0
[bit   43] t0=  3.31 t1= -3.31 -> 0
[bit   44] t0=-26.00 t1= 26.00 -> 1
[bit   45] t0= 10.72 t1=-10.72 -> 0
[bit   46] t0=  6.22 t1= -6.22 -> 0
[bit   47] t0=  2.83 t1= -2.83 -> 0
[bit   48] t0=-25.34 t1= 25.34 -> 1
[bit   49] t0=  7.50 t1= -7.50 -> 0
[bit   50] t0=-24.90 t1= 24.90 -> 1
[bit   51] t0=  9.23 t1= -9.23 -> 0
[bit   52] t0=  2.70 t1= -2.70 -> 0
[bit   53] t0=-22.12 t1= 22.12 -> 1
[bit   54] t0=-20.48 t1= 20.48 -> 1
[bit   55] t0=  4.42 t1= -4.42 -> 0
[bit   56] t0=-20.39 t1= 20.39 -> 1
[bit   57] t0=-22.30 t1= 22.30 -> 1
[bit   58] t0= 10.39 t1=-10.39 -> 0
[bit   59] t0=  4.76 t1= -4.76 -> 0
[bit   60] t0=  1.28 t1= -1.28 -> 0
[bit   61] t0=-10.34 t1= 10.34 -> 1

Recovered d_bits:
11110001001111001001101011100100100100111000100010100110110001